,ResponseId,human1,human2,human3,human4,human5,human6,human7,human8,phuman1,phuman2,phuman3,phuman4,phuman5,phuman6,phuman7,phuman8,relneg1,relneg2,relneg3,relneg4,rsrm1,rsrm2,rsrm3,rsrm4,aut1,aut2,aut3,rel1,rel2,rel3,rel4,prel1,prel2,prel3,prel4,evound1,evound2,evound3,evound4,evound5,evound6,evound7,evound8,evound9,evound10,evound11,evound12,evound13,evound14,race,course,semester,gender,biomajor,religion
2015,R_2VHC3Usw31G1Ozf,3,4,4,4,4,3,4,4,4,3,4,4,3,3,4,5,1,1,1,1,1,1,1,1,5,5,5,4,5,5,5,3,5,4,4,1,0,0,1,1,1,1,1,1,1,1,0,1,0,4,29,2,2,1,2
2016,R_2VJZPzlXm1fCpJI,1,1,2,1,3,3,1,4,1,1,3,1,1,1,1,5,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,29,2,1,0,2
2017,R_2wFGE9LhgmaE4ee,2,2,1,4,1,2,3,4,1,2,1,5,1,2,5,4,2,2,2,2,6,6,6,6,6,6,6,3,5,4,4,1,5,4,3,1,0,0,0,1,1,1,1,0,1,1,0,1,0,4,29,2,1,0,2
2018,R_2wvlmFShfuWqL95,4,4,4,4,5,4,4,4,4,4,4,4,5,5,4,5,2,2,2,2,4,4,4,4,5,6,5,3,4,3,4,2,4,3,4,0,0,1,0,1,1,1,1,0,1,1,0,1,0,2,29,2,2,1,1
2019,R_2WwKnSpQ2iEjqdl,2,2,2,2,4,3,2,3,1,2,2,3,3,3,4,4,1,1,1,1,3,3,4,3,6,6,6,5,5,3,5,4,5,4,4,0,0,0,1,0,1,1,0,0,0,0,0,1,0,4,29,2,2,0,2
2020,R_2X7JFSdwJq5DNpb,1,2,1,1,3,3,1,4,1,2,1,1,2,2,1,4,2,1,1,1,2,2,2,2,3,3,3,5,5,4,5,5,5,4,5,1,0,0,1,1,1,1,1,1,1,1,1,1,1,4,29,2,1,0,2
2021,R_2xKPBh3iKqVJ4c0,2,2,2,3,2,3,4,5,2,3,2,1,3,2,1,4,1,1,1,1,2,2,4,2,6,6,6,5,5,5,5,5,5,5,4,1,1,1,1,1,1,1,1,0,1,1,1,1,0,4,29,2,1,1,2
2022,R_2Y3rcLcOzLLqyf4,2,2,4,3,3,4,4,4,2,4,4,4,4,4,4,4,2,2,2,2,5,5,5,5,5,5,5,4,5,4,4,3,5,4,4,0,0,1,1,0,1,1,1,0,1,1,1,1,1,4,29,2,1,0,2
2023,R_2y4437ul0wrTtJP,3,4,4,4,4,4,4,4,3,2,3,4,3,2,3,4,2,2,2,2,2,2,2,2,6,4,4,4,5,4,4,3,4,4,4,0,0,1,1,1,1,1,1,0,1,1,0,1,0,4,29,2,2,0,2
2024,R_2Yh8hNO9c9LDKzL,5,3,4,4,4,4,4,4,4,5,5,4,4,5,4,4,2,2,2,2,1,1,1,1,5,5,5,1,4,2,4,1,4,2,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,29,2,2,1,2
2025,R_2YmGai7lWz3ZzAA,2,3,2,2,3,3,3,2,2,3,3,3,3,3,3,4,2,2,2,2,4,4,4,4,5,5,5,3,5,4,4,3,5,4,4,1,0,1,1,1,1,1,1,0,1,1,0,0,0,2,29,2,2,0,2
2026,R_2YtsxaSZ5gnY6Ba,2,4,4,3,4,4,2,4,2,3,3,2,4,4,2,4,4,2,3,3,3,3,3,3,5,4,4,4,5,4,4,4,4,4,3,1,0,1,1,1,1,1,1,1,1,1,1,1,0,4,29,2,2,0,2
2027,R_2zclA3AyO5PYkap,4,3,3,3,4,3,3,3,1,1,4,1,4,5,3,1,2,1,1,1,5,4,4,5,5,5,5,4,5,5,4,4,5,5,4,0,0,1,1,0,1,1,0,1,1,1,1,1,0,2,29,2,2,0,5
2028,R_2zhAHfiqFUlrfBz,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,4,2,2,2,2,5,5,5,5,4,5,5,2,2,2,2,1,2,2,2,0,0,1,1,1,1,1,1,1,1,1,0,1,1,4,29,2,1,1,6
2029,R_2zHkmODFMyaJ4Um,3,3,3,3,3,3,2,4,4,2,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,5,4,4,4,4,4,4,1,0,1,1,1,1,1,1,1,1,1,1,1,0,4,29,2,1,1,2
2030,R_2ZHX3ETVlkw89qh,3,4,4,2,4,4,3,5,1,4,4,1,4,5,1,5,1,1,1,1,3,4,4,4,4,3,4,4,5,5,5,4,5,4,5,1,0,1,1,1,1,1,1,1,1,1,1,1,1,4,29,2,1,1,2
2031,R_2ZUgw6vv23nhnx2,4,5,5,4,4,5,4,4,4,4,4,5,4,4,4,5,1,1,1,1,2,2,2,2,5,4,3,4,3,2,4,4,3,2,4,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,29,2,1,0,6
2032,R_2zx9jHG0LEQeS3l,3,2,3,3,2,2,3,4,4,4,4,5,5,5,4,4,3,1,1,1,4,4,4,4,6,6,6,3,5,3,3,3,5,4,4,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,29,2,1,1,2
2033,R_30nHYcG58xyXhlR,4,5,2,4,4,4,4,4,2,3,3,4,3,3,4,4,1,1,1,1,1,1,1,1,5,5,5,5,5,5,3,5,5,5,4,1,0,1,1,1,1,1,1,0,1,0,1,1,0,4,29,2,1,0,2
2034,R_30pZ5MymwpWJ58Q,5,2,3,5,5,3,5,5,4,4,4,4,4,4,4,4,2,2,2,2,5,5,5,5,5,5,5,3,5,5,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,0,0,4,29,2,1,0,2
2035,R_31dsGlaigXNR1fC,4,4,4,4,4,4,4,4,5,5,5,5,4,4,5,5,1,1,1,1,3,4,4,4,6,6,6,1,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,2,29,2,2,1,6
2036,R_31MKX6nsYteSjdb,3,2,4,3,4,4,4,4,3,4,4,4,4,4,4,4,2,2,1,1,2,2,2,2,6,5,5,3,4,3,4,3,4,3,4,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,29,2,1,1,2
2037,R_31mXe5ggKzKD6kZ,4,3,4,4,3,4,3,3,3,2,2,3,3,2,3,3,1,1,1,1,4,5,3,4,6,6,6,5,5,5,4,5,5,5,4,1,0,1,1,1,0,0,1,0,1,1,1,0,1,3,29,2,2,0,2
2038,R_324oEtMSiXT5b2e,4,3,4,3,3,3,3,4,3,3,3,3,3,4,3,5,2,2,2,2,4,5,5,4,5,5,5,4,4,4,3,5,5,4,3,1,0,0,1,1,1,1,1,1,1,1,0,1,0,4,29,2,1,0,2
2039,R_32Kkfh08TqbyOIH,5,4,4,5,5,4,5,5,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,5,5,5,1,5,3,2,4,5,4,4,0,0,1,1,1,1,1,1,1,1,1,1,1,1,4,29,2,2,1,2
2040,R_32LAOCuInaOVP9i,4,4,4,4,4,4,4,4,4,4,5,4,3,3,4,4,1,1,1,1,1,1,1,1,3,3,3,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,29,2,1,0,6
2041,R_32QNnQISJje1gl8,1,1,1,2,3,3,2,4,1,2,2,1,3,3,1,4,2,1,1,1,2,2,2,2,5,4,3,5,5,5,5,5,5,5,5,1,1,1,1,1,1,0,1,0,1,1,1,0,1,4,29,2,1,0,2
2042,R_334pMBnRLcFNABz,4,3,4,4,3,3,4,3,3,3,4,4,3,3,4,3,2,2,2,2,2,2,3,3,2,3,3,3,5,3,4,4,5,3,4,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,29,2,1,0,2
2043,R_33kw2ZVlPyuZ9qx,5,4,5,4,5,5,4,5,5,3,4,5,4,5,4,5,1,1,1,1,1,1,1,1,6,6,6,2,5,4,3,2,5,4,5,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,29,2,1,1,2
2044,R_33mcVPejeeOKt9o,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,1,1,1,1,2,5,2,5,5,2,2,2,5,4,4,1,5,5,5,1,0,0,1,1,1,1,1,1,1,1,1,0,1,3,29,2,1,0,2
2045,R_3CzDScUcReg3umJ,3,3,3,4,3,3,4,4,4,3,4,4,4,4,4,4,2,2,2,2,2,2,2,2,5,4,3,2,2,2,4,2,3,2,4,0,0,1,0,0,1,1,1,0,1,1,0,1,0,4,29,2,1,1,6
2046,R_3DkANtcv7t19v14,4,3,4,4,3,3,4,4,4,2,3,4,4,4,5,4,2,2,2,2,4,4,4,4,4,4,4,5,5,4,4,4,5,4,4,1,0,1,1,1,0,1,0,1,1,0,1,1,0,2,29,2,1,1,5
2047,R_3dROimZrhpIz80O,1,2,2,1,1,2,2,3,4,4,4,4,4,4,4,4,3,1,1,1,2,2,2,2,4,4,4,5,5,5,5,5,5,5,5,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,29,2,1,1,2
2048,R_3e8FcrjoHVxqpqq,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,2,2,2,2,6,6,6,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,3,29,2,1,1,6
2049,R_3e9ovzKsIHy5r2P,1,3,3,1,3,2,1,3,1,3,3,1,3,3,1,3,3,1,1,1,1,1,4,4,6,5,5,4,5,5,5,5,5,5,5,0,0,1,1,1,1,1,1,1,1,1,1,1,0,2,29,2,1,0,2
2050,R_3EKzcm4EBmwt8UV,3,2,2,3,2,2,3,4,3,2,3,4,2,2,4,4,2,2,2,2,2,4,1,1,6,6,6,5,5,5,4,4,5,4,3,1,0,1,1,1,1,1,1,1,1,1,1,0,1,4,29,2,1,0,2
2051,R_3EneQqvC5PqGqsO,3,2,2,3,4,2,3,4,4,4,4,4,4,4,4,3,1,1,1,1,1,3,4,3,5,5,5,3,2,3,4,3,4,4,4,0,1,1,1,0,1,0,1,0,1,0,1,1,0,1,29,2,1,0,6
2052,R_3eqvOmi7OyAbiOP,1,1,3,1,1,1,1,4,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,5,5,5,5,5,5,5,5,1,0,1,1,1,1,1,1,0,0,1,1,1,0,4,29,2,1,0,2
2053,R_3EZiIifzRbV95hr,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,4,4,4,1,1,1,3,1,1,1,3,1,0,0,1,1,1,1,1,1,1,1,1,0,1,4,29,2,2,0,6
2054,R_3F5nI1kjLEOuUNh,2,2,2,2,2,2,2,3,1,2,3,1,2,2,1,2,4,2,2,2,2,2,2,2,4,4,4,4,5,4,4,4,5,4,4,1,0,1,0,1,1,1,0,0,0,1,0,1,0,4,29,2,1,1,2
2055,R_3fIhrE9zXOwAmyC,5,5,5,5,5,5,3,4,4,3,4,5,3,3,5,5,1,1,1,1,6,6,6,6,6,4,4,1,3,1,1,2,4,2,2,0,0,1,0,1,1,1,1,0,1,1,0,1,0,1,29,2,1,1,2
2056,R_3fvBrSjwMuLwsFc,2,1,3,4,4,4,3,4,2,1,3,3,1,2,3,2,1,1,1,1,2,2,2,2,6,6,6,4,5,5,5,4,5,5,5,1,0,1,1,1,1,1,1,0,1,1,0,1,0,4,29,2,1,0,2
2057,R_3g5HKKP8zTKW7A7,2,2,3,3,3,4,3,4,3,2,3,3,3,3,2,2,1,1,1,1,4,4,4,4,5,5,5,4,5,4,4,4,5,4,4,1,0,1,1,1,1,0,1,1,1,0,1,1,0,4,29,2,1,1,2
2058,R_3GiWgXms6o2JxfH,2,4,4,2,3,3,3,4,1,4,4,2,4,5,2,4,1,1,1,1,2,2,2,2,4,4,4,5,5,5,5,5,5,5,5,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,29,2,1,1,2
2059,R_3GkbMc1hS2L4yAc,5,4,4,4,4,5,4,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,6,6,6,1,1,1,4,1,1,1,4,1,0,1,1,1,1,1,1,1,1,1,0,0,0,2,29,2,1,1,6
2060,R_3gL5mDVwJfP9aGn,3,2,3,2,4,4,2,4,2,4,4,2,4,4,2,4,2,3,3,4,2,2,2,2,3,4,4,5,5,5,5,5,5,5,5,1,0,1,1,1,1,1,1,0,1,1,1,1,1,4,29,2,2,1,2
2061,R_3GqXu03MMwGwk5G,5,4,5,5,5,5,5,2,4,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,5,5,5,1,3,2,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,4,29,2,1,1,6
2062,R_3Gro7ZE2FjrNNGl,2,4,4,2,4,4,3,4,3,4,4,3,4,3,3,4,2,2,2,2,3,4,4,3,5,5,5,4,4,4,3,4,5,4,4,1,0,1,1,1,1,1,1,1,1,1,1,1,0,4,29,2,1,0,2
2063,R_3gXh2lctOD0OHw9,4,4,4,3,4,4,3,4,4,2,4,4,4,4,4,4,5,1,2,2,1,1,2,2,2,4,3,4,5,4,5,4,5,4,4,1,0,1,1,1,0,1,1,0,0,1,0,1,1,4,29,2,2,1,2
2064,R_3hEHEItqCOvRREP,3,4,4,4,4,4,3,4,3,4,4,4,4,2,3,4,3,3,1,1,1,1,1,1,3,4,4,1,3,2,5,1,4,2,4,1,0,1,1,1,1,1,1,1,1,1,1,1,1,4,29,2,1,1,6
2065,R_3HSpVrgoEfTSd7L,4,4,5,4,4,5,4,5,4,4,4,4,5,5,4,4,1,1,1,1,1,1,2,2,5,5,5,2,4,2,1,1,4,3,2,1,0,0,1,0,1,1,1,1,1,1,0,1,0,2,29,2,1,0,5
2066,R_3hxTkW2AM3h5Miv,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,1,1,1,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,0,1,1,1,1,1,1,1,0,4,29,2,1,0,2
2067,R_3hzrjrkSackrept,4,3,4,4,3,5,4,4,4,2,4,4,2,2,4,4,1,1,1,1,2,2,2,2,5,5,5,1,3,3,3,1,3,3,3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,4,29,2,2,1,6
2068,R_3I6ucdWsiEWrKlg,4,4,4,4,5,5,4,4,5,5,5,5,5,5,5,4,2,2,1,1,3,5,5,5,1,6,6,1,2,1,4,1,2,1,5,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,29,2,1,1,6
2069,R_3Ia9fA86z7Sobni,3,4,4,4,4,3,3,4,3,4,3,4,4,4,4,3,1,1,1,1,3,4,3,4,4,5,5,1,2,1,3,1,3,1,4,1,0,0,1,1,0,1,1,0,1,1,0,1,1,4,29,2,1,0,6
2070,R_3iBXFEI5SXSo26f,2,4,3,3,3,4,2,3,5,1,1,5,5,1,5,5,4,4,6,5,3,4,4,6,5,4,6,3,4,4,4,5,5,5,5,1,0,1,0,1,1,1,0,0,0,1,0,0,0,4,29,2,2,1,2
2071,R_3itlWzoEKMPAyae,5,5,5,4,5,4,4,5,5,5,5,5,5,3,5,5,1,1,1,1,4,4,4,4,6,6,6,1,2,1,3,1,1,1,3,1,0,1,1,1,1,1,1,1,1,0,1,1,1,4,29,2,1,0,6
2072,R_3itnmvvwhLTQ1pL,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,2,2,2,3,3,3,3,5,5,5,4,5,4,5,4,5,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,29,2,2,0,2
2073,R_3IY4WwVXpMnbVpi,1,2,4,1,4,4,1,4,2,2,2,2,2,4,2,2,2,2,2,2,4,4,2,2,5,5,5,4,5,5,5,4,5,5,5,0,0,1,1,1,1,1,1,1,1,1,1,1,1,4,29,2,1,0,2
2074,R_3j7dK031eyzAl62,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,1,1,1,1,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,3,29,2,1,0,6
2075,R_3jcAzd7RbDhwYYS,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,2,2,2,2,2,2,3,3,5,4,4,4,5,5,4,3,4,4,3,0,0,1,1,0,1,1,1,1,1,1,1,0,1,4,29,2,1,1,2
2076,R_3JCtcFWExoW8mSi,4,4,5,5,5,4,4,4,4,5,5,5,5,1,5,5,1,1,1,1,4,4,4,4,6,6,6,1,3,2,4,1,3,2,5,1,0,1,1,1,1,1,1,0,1,1,1,1,0,2,29,2,1,0,3
2077,R_3JE1kLG9kD12ib0,4,3,4,4,3,3,4,4,3,3,3,4,4,4,4,4,2,2,2,2,4,4,5,5,6,6,6,4,5,5,5,5,5,5,5,1,0,1,1,0,1,1,1,1,1,1,1,1,1,4,29,2,2,1,2
2078,R_3JhdhlwLjTS3jKL,4,3,4,4,3,3,4,4,4,4,5,4,4,4,4,4,3,3,2,2,4,4,4,4,5,5,5,4,4,3,3,2,4,4,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,29,2,1,1,3
2079,R_3KAtEhJkcO2fy9W,5,2,2,4,2,2,4,4,5,2,4,4,3,2,5,5,1,1,1,1,2,2,2,2,5,5,5,1,3,2,3,2,3,3,4,0,1,1,1,1,1,1,1,0,1,1,1,1,0,4,29,2,1,0,6
2080,R_3KDTQAikyYfQIpF,3,2,3,3,3,3,3,4,3,3,3,3,3,3,3,4,1,1,1,1,2,2,4,4,4,4,4,4,4,4,3,4,4,4,4,1,0,0,1,1,0,1,1,1,1,1,0,1,1,4,29,2,1,0,2
2081,R_3KW0UtKihnq3uTy,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,4,4,4,4,5,5,6,3,5,4,4,2,5,4,4,0,0,1,1,1,1,1,1,0,1,1,1,0,1,2,29,2,1,1,3
2082,R_3lGNjwgTOWcVL9W,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,2,2,2,2,2,2,2,5,5,5,2,4,3,3,2,4,3,3,0,0,1,1,1,1,1,1,0,1,1,0,1,1,4,29,2,1,0,2
2083,R_3lMPXspsaCugkiF,3,2,1,3,2,2,3,3,3,3,2,2,2,2,2,2,3,2,2,2,3,3,3,3,5,5,5,4,5,5,5,4,5,5,5,1,0,1,1,1,1,1,1,1,1,1,1,1,0,4,29,2,1,0,2
2084,R_3ma858K77ylhP7r,3,2,2,2,3,3,2,1,2,2,2,1,1,2,1,3,2,2,2,2,1,1,1,1,3,2,2,4,5,4,3,4,5,4,4,0,0,1,0,1,1,1,1,1,1,1,1,1,1,2,29,2,1,1,2
2085,R_3Mciq9VDNVrRtzB,3,2,2,4,3,3,4,3,4,4,4,4,4,4,4,4,2,2,2,2,5,5,5,5,5,5,5,3,5,3,3,2,5,3,3,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,29,2,1,0,2
2086,R_3MFE6TqdoiqrxPf,2,3,2,2,3,3,3,3,3,3,4,2,3,3,2,3,2,1,1,1,3,3,3,3,5,5,5,4,5,5,4,4,5,5,4,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,29,2,1,1,2
2087,R_3MhbvYOKo2USoBD,1,3,3,1,3,3,2,4,2,3,3,1,4,4,3,4,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,0,1,1,0,1,1,1,1,1,1,0,1,4,29,2,1,0,2
2088,R_3MmuNioKoDHC2aY,5,4,5,5,5,4,5,4,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,6,6,6,1,3,3,4,2,3,3,3,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,29,2,1,0,6
2089,R_3n74u4vRAJwxUlu,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,5,4,4,5,2,2,1,1,1,3,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,29,2,1,0,6
2090,R_3NVfhVEBS44FhuC,4,3,3,4,4,4,4,4,4,3,4,4,4,4,4,4,1,1,1,1,3,5,4,3,5,5,5,3,3,2,4,2,3,2,4,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,29,2,1,1,6
2091,R_3Nz9v2XZebs122g,1,2,3,1,1,2,1,3,1,3,3,1,3,3,1,4,3,2,2,2,2,2,2,2,5,5,5,4,5,5,5,5,5,5,5,1,0,0,0,1,1,1,1,0,1,1,0,1,0,4,29,2,2,0,2
2092,R_3O6u7recVqwASQo,5,4,4,5,4,4,4,4,4,5,5,4,4,5,5,4,1,1,1,1,2,2,2,2,6,6,6,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,4,29,2,1,0,6
2093,R_3oyKHqHZBistyak,5,5,5,5,5,5,5,3,4,4,4,4,5,4,4,5,1,1,1,1,5,4,5,5,6,6,6,3,5,5,3,3,5,4,3,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,29,2,2,1,2
2094,R_3PTsQbvrxc2hL3H,3,3,4,5,3,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,5,5,5,2,5,4,4,2,5,5,4,1,1,1,1,1,0,1,1,1,1,1,1,1,1,4,29,2,1,1,2
2095,R_3PWWlT5ndtm85qa,5,4,4,5,5,4,3,3,5,2,5,4,3,4,5,5,1,1,1,1,2,2,2,2,5,5,5,2,4,3,3,2,3,2,2,1,0,1,1,1,1,1,1,1,1,1,1,0,1,4,29,2,1,1,4
2096,R_3qQE3gTT3tr1xoU,2,2,2,2,2,3,2,4,2,3,2,3,4,4,3,3,1,1,1,1,3,5,5,5,5,5,5,2,5,3,3,2,4,3,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,4,29,2,1,1,2
2097,R_3R3gbRkqiBbcLpb,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,4,4,4,4,3,4,4,5,5,5,5,4,5,4,4,1,0,1,1,0,1,1,1,1,1,1,1,1,1,4,29,2,1,0,2
2098,R_3RgaXeGslLSl3UE,3,4,4,3,5,4,3,4,3,4,4,3,4,4,3,5,1,1,1,1,2,4,3,3,5,5,5,5,5,4,4,4,5,4,3,1,0,1,1,1,1,1,1,1,1,1,1,1,0,2,29,2,2,1,2
2099,R_3RjSxgNN3GmAaBY,2,4,4,1,4,4,2,3,2,4,4,1,4,4,2,4,2,1,1,1,4,4,4,4,5,6,6,3,5,5,5,3,5,5,5,0,1,1,1,0,1,1,1,0,1,1,1,1,1,4,29,2,1,1,2
2100,R_3RlWeXm5vuXxt9q,3,4,3,3,4,4,3,4,4,4,4,4,5,4,4,4,2,2,2,2,2,2,2,2,5,5,5,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,4,29,2,1,0,6
2101,R_3rNhyIabv8y4UB0,4,4,4,4,4,4,4,4,5,5,5,4,5,4,4,5,3,2,2,2,3,3,3,3,5,6,6,2,5,5,3,2,4,3,3,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,29,2,1,1,2
2102,R_3s50VJ0cDq7NR7v,5,3,4,4,4,4,4,3,2,2,3,2,3,3,3,3,2,1,1,1,3,3,4,4,6,6,6,5,5,5,5,5,5,5,5,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,29,2,1,0,2
2103,R_3sACXlqf592d1is,2,3,3,4,4,4,3,3,1,4,4,1,4,4,3,3,1,1,1,1,5,5,4,6,5,6,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,29,2,1,1,2
2104,R_3suBP1ORz7iyAII,2,2,4,4,4,4,4,4,1,2,2,4,3,4,4,4,2,2,2,2,2,2,2,2,3,3,3,4,5,5,5,4,4,4,4,1,0,1,1,1,1,1,1,0,1,1,1,1,0,4,29,2,1,0,2
2105,R_4OrJjmeqT0zdSRH,5,5,5,2,5,5,2,5,4,3,2,3,3,2,4,4,4,5,4,4,5,4,5,5,5,4,5,4,5,3,4,3,5,4,4,1,0,1,0,1,1,1,0,0,0,1,0,0,0,4,29,2,1,0,2
2106,R_4PkFxXAbHkITiX7,1,1,2,4,2,3,3,4,2,2,3,3,2,2,2,4,1,1,1,1,2,2,2,2,6,6,6,4,5,4,4,3,5,4,4,0,0,1,1,1,1,1,1,0,1,1,0,1,0,4,29,2,1,1,2
2107,R_56ZV4b4wTvckOzv,4,3,3,5,3,3,3,5,5,3,3,5,3,3,5,5,1,1,1,1,1,1,1,1,6,6,6,4,5,5,5,4,5,5,4,1,0,1,1,1,1,1,0,0,1,1,1,1,1,4,29,2,1,1,2
2108,R_5pfFbzdfSqfw4nf,1,3,3,1,3,2,1,3,1,2,3,1,2,2,1,3,4,2,2,2,1,1,1,1,5,5,5,3,5,3,4,3,5,4,5,1,0,0,1,1,1,1,1,1,1,1,0,1,1,3,29,2,1,1,2
2109,R_6Dr01EEe0RjN2hP,4,3,4,4,3,4,4,4,5,4,5,5,5,5,5,5,1,1,1,1,1,1,1,1,6,4,6,1,3,1,2,1,3,1,3,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,29,2,1,0,6
2110,R_6DUmRdsPx3fX3EJ,2,4,3,2,4,4,3,4,4,4,4,4,5,4,3,4,1,1,1,1,3,3,3,4,6,6,5,4,5,4,3,3,4,3,3,1,0,1,1,1,1,1,1,0,1,1,0,1,0,4,29,2,1,1,2
2111,R_7232ZrY2tOcbm6J,2,1,4,4,2,5,4,4,2,2,3,2,2,4,2,4,2,2,2,2,3,3,3,3,3,3,3,5,5,5,3,5,5,5,4,1,0,1,1,1,1,1,1,0,1,1,1,1,1,4,29,2,1,0,2
2112,R_7NYsZQ46zj8lw2J,2,3,4,2,4,4,3,3,2,4,4,2,4,4,2,4,3,1,1,1,1,1,1,1,5,5,5,4,5,4,4,4,5,4,5,0,0,0,1,1,1,1,1,0,1,1,0,1,0,4,29,2,2,0,2
2113,R_8AF7rRhkJuzvbep,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,4,2,2,2,1,3,3,4,4,6,6,6,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,0,1,1,1,1,0,4,29,2,1,1,6
2114,R_9Ler584ItuxiT29,1,2,3,1,3,2,1,3,1,2,2,1,3,3,1,4,5,2,2,2,1,1,1,1,1,1,1,5,5,5,3,5,5,5,5,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,29,2,1,1,2
2115,R_A04rI72gEibckcp,5,4,5,4,4,5,5,5,3,5,5,4,4,5,4,4,2,2,2,2,2,4,2,2,5,5,5,4,3,3,3,2,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,29,2,1,0,6
2116,R_AHSVHxRdqmW8KkN,3,2,3,2,2,3,2,3,2,2,4,2,2,2,2,2,1,1,1,1,4,4,4,4,5,5,5,4,5,5,5,5,5,5,5,1,1,1,1,0,0,1,1,0,0,1,1,1,0,4,29,2,1,0,2
2117,R_aW77gm4jjhXOQlX,4,3,4,4,3,3,4,4,4,2,4,4,3,3,4,4,3,3,3,3,4,4,4,4,4,4,4,3,4,3,3,3,4,3,2,1,0,1,1,0,1,1,1,0,1,1,1,1,1,2,29,2,2,1,3
2118,R_Azje3HPI0xyDzBn,2,4,4,4,4,4,3,4,2,3,4,3,3,3,3,4,1,1,1,1,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,0,0,1,1,1,1,1,1,1,1,1,1,0,0,4,29,2,2,0,2
2119,R_ba2rC6qKiibGshP,4,4,4,4,4,4,4,5,5,1,5,5,1,2,5,5,6,1,1,1,1,1,1,1,4,2,2,4,5,4,4,4,5,4,4,1,0,1,1,1,1,1,1,1,1,1,1,1,1,3,29,2,1,1,2
